ID,اسم الفرع عربي,اسم الفرع عبري,الهاتف,ساعات الدوام عربي,ساعات الدوام عبري,رابط Waze / Maps,Instagram,TikTok,Facebook,WhatsApp
11,بيت حنينا,בית חנינא,538318312,الأحد-الخميس: 09:00-21:00<br>الجمعة: مغلق ❌,א'-ה': 09:00-21:00<br>שישי: סגור ❌,https://ul.waze.com/ul?ll=31.84270095%2C35.22864819&navigate=yes&zoom=17&utm_campaign=default&utm_source=waze_website&utm_medium=lm_share_location,https://www.instagram.com/mad.beit.hanina?igsh=NDl5OHRkbDQ1dnht,https://www.tiktok.com/@mad_perfume_?_r=1&_t=ZS-92yelk37q1F,https://www.facebook.com/share/18qY9M34ny/,https://wa.me/538318312
5,بئر السبع,באר שבע,548809957,يومياً: 09:00 - 20:00,כל השבוע: 09:00 - 20:00,"https://www.waze.com/ul?ll=31.2454066,34.7994449&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/548809957
6,رهط,רהט,505841596,الأحد-الخميس: 09:00-20:00,א'-ה': 09:00-20:00,"https://www.waze.com/ul?ll=31.393133,34.7668897&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/505841596
18,أم الفحم,אום אלפחם,549634449,يومياً: 10:00 - 22:00,כל השבוע: 10:00 - 22:00,"https://www.waze.com/ul?ll=32.5206069,35.1555539&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/549634449
19,العفولة,עפולה,542144255,الأحد-الخميس: 09:00-22:00<br>السبت: مغلق ❌,א'-ה': 09:00-22:00<br>שבת: סגור ❌,"https://www.waze.com/ul?ll=32.6115685,35.2868666&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/542144255
20,الناصرة,נצרת,545307980,يومياً: 09:00 - 22:00,כל השבוע: 09:00 - 22:00,"https://www.waze.com/ul?ll=32.6954537,35.2980894&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/545307980
15,باقة الغربية,באקה אלג׳רבייה,536440073,يومياً: 10:00 - 23:00,כל יום: 10:00 - 23:00,"https://www.waze.com/ul?ll=32.4204461,35.0437769&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/536440073
17,كفر قرع,כפר קרע,549634449,يومياً: 10:00 - 22:00,כל יום: 10:00 - 22:00,"https://www.waze.com/ul?ll=32.4984529,35.0644492&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/549634449
8,كفر قاسم,כפר קאסם,522438398,يومياً: 11:00 - 23:00,כל יום: 11:00 - 23:00,"https://www.waze.com/ul?ll=32.1168851,34.9698127&navigate=yes",https://www.instagram.com/madperfume__kfarqasim?igsh=cWJkZ2x3emJyczFr,https://www.tiktok.com/@madperfume_kfarqasim?_r=1&_t=ZS-92xvtGmhflc,https://www.facebook.com/share/1AFXPoVEAv/?mibextid=wwXIfr,https://wa.me/522438398
8,كفر قاسم,כפר קאסם,522438398,يومياً: 11:00 - 23:00,כל יום: 11:00 - 23:00,"https://www.waze.com/ul?ll=32.1168851,34.9698127&navigate=yes",https://www.instagram.com/madperfume__kfarqasim?igsh=MXNzdTZzZDM0ejZncQ==,https://www.tiktok.com/@madperfume_kfarqasim?_r=1&_t=ZS-92yhn2U7vT2,https://www.facebook.com/share/17fffV1oRL/?mibextid=wwXIfr,https://wa.me/522438398
8,كفر قاسم,כפר קאסם,522438398,يومياً: 11:00 - 23:00,כל יום: 11:00 - 23:00,"https://www.waze.com/ul?ll=32.1168851,34.9698127&navigate=yes",https://www.instagram.com/madperfume__kfarqasim?igsh=MXNzdTZzZDM0ejZncQ==,https://www.tiktok.com/@madperfume_kfarqasim?_r=1&_t=ZS-92yqZNefEur,https://www.facebook.com/share/1BzbPeTp6G/?mibextid=wwXIfr,https://wa.me/522438398
16,الطيبة,טייבה,523953681,يومياً: 10:00 - 23:00,כל יום: 10:00 - 23:00,https://www.waze.com/ul?q=Helmi%20Square%20Taibeh&navigate=yes,https://www.instagram.com/madperfumetaybe?igsh=MTA5a29yZzVmMmpycQ%3D%3D&utm_source=qr,https://www.tiktok.com/@mad.perfume.taybe?_r=1&_t=ZS-92xpljSmHKB,https://www.facebook.com/share/1RfZRJ9Gcn/?mibextid=wwXIfr,https://wa.me/523953681
25,طبريا,טבריה,46112266,يومياً: 09:00 - 21:00<br>السبت: مغلق ❌,כל השבוע: 09:00 - 21:00<br>שבת: סגור ❌,"https://www.waze.com/ul?ll=32.7878568,35.5393736&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/46112266
26,مجدل شمس - الجولان,מג'דל שמס - הגולן,508514202,يومياً: 12:00 - 21:00,כל יום: 12:00 - 21:00,"https://www.waze.com/ul?ll=33.2669846,35.7671611&navigate=yes",https://www.instagram.com/mad.parfumeur.majdal?igsh=MXM5YWJ0c2N6b3JsaQ%3D%3D&utm_source=qr,https://www.tiktok.com/@madash061?_r=1&_t=ZS-92vveqHjNXJ,https://www.facebook.com/profile.php?id=61586636930296,https://wa.me/508514202
13,بقعاثا - الجولان,בקעאתה - הגולן,508514202,يومياً: 12:00 - 21:00,כל יום: 12:00 - 21:00,"https://www.google.com/maps?q=33.199710845947266,35.77457809448242&z=17&hl=ar",https://www.instagram.com/mad_buqata?igsh=MW41ODEzcnBxaDdieA%3D%3D&utm_source=qr,https://www.tiktok.com/@madash061?_r=1&_t=ZS-92yeN3vZPmv,https://www.facebook.com/share/1By1dhDR5J/?mibextid=wwXIfr,https://wa.me/508514202
29,رام الله - الأيكون مول,ראמאללה - קניון אייקון,592592502,يومياً: 10:00 - 22:00,כל יום: 10:00 - 22:00,https://maps.app.goo.gl/NEAY2wMbBYRh7WDx9,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/592592502
291,رام الله - شارع الإرسال (مقابل KFC),ראמאללה - רחוב אל-אירסאל (מול KFC),592592502,يومياً: 10:00 - 22:00,כל יום: 10:00 - 22:00,https://waze.com/ul?q=KFC%20Al-Irsal%20Ramallah&navigate=yes,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/592592502
27,نابلس - بيت وزن,שכם - בית וזן,598094672,يومياً: 10:00 - 22:00,כל השבוע: 10:00 - 22:00,https://waze.com/ul?q=Beit%20Wazan%20Nablus&navigate=yes,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/598094672
271,نابلس - شارع يافا,שכם - רחוב יפו,598094672,يومياً: 10:00 - 22:00,כל השבוע: 10:00 - 22:00,https://waze.com/ul?q=Jaffa%20Street%20Nablus&navigate=yes,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/598094672
272,نابلس - سيتي مول,שכם - סיטי מול,598094672,يومياً: 10:00 - 22:00,כל השבוע: 10:00 - 22:00,https://waze.com/ul?q=Nablus%20City%20Mall&navigate=yes,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/598094672
31,قلقيلية - شارع التربية (مقابل مؤسسة مهنا),קלקוליה - רחוב החינוך (מול מוסד מהנא),595800150,10:00-22:00 | الجمعة: 10:00-18:00,10:00-22:00 | שישי: עד 18:00,https://waze.com/ul?q=Mahanna%20Store%20Qalqilya&navigate=yes,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/595800150
28,- مركز المدينه- طولكرم,טול כרם,595552670,10:00-20:00 | الجمعة: 10:00-18:00,10:00-20:00 | שישي: עד 18:00,Mad Perfume Tulkarm,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/595552670
30,صابات مول - بيت لحم,בית לחם,599353940,يومياً: 10:00 - 22:00,כל יום: 10:00 - 22:00,Mad Perfume Bethlehem,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/599353940
32,دوار مركز- البلد أريحا,יריחו,592592502,يومياً: 10:00 - 22:00,כל יום: 10:00 - 22:00,Mad Perfume Jericho,https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/592592502
33,فرع جديد,בקרוב,549634449,يومياً: 10:00 - 22:00,כל השבוע: 10:00 - 22:00,"https://www.waze.com/ul?ll=32.5206069,35.1555539&navigate=yes",https://www.instagram.com/perfume.mad,https://www.tiktok.com/@mad.perfume,https://www.facebook.com/MADPARFUMEURISRAEL,https://wa.me/549634449
