PRODUCT CODE,DESCRIPTION,PIECE,BARCODE,PRODUCT GROUP,PRODUCT TYPE,GENDER,SIZE,PRICE,LINK,IMAGE_LINK,ORIGINAL_EN,ORIGINAL_AR,ORIGINAL_HE,orig_norm,orig_can,FRAG_FOUND,FRAG_SOURCE,FRAG_MATCH_NAME,FRAG_MATCH_SCORE,FRAG_URL,DESC_AR,DESC_HE,PYRAMID_AR,PYRAMID_HE,BEST_TIME_AR,BEST_TIME_HE,RATING_5STARS,NEEDS_REVIEW
XF B.103,100 ML BURBERRY HER,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.743,https://madperfume.co.il/upload/01-2026/product/697bdc9fda80d.png,BURBERRY HER,بربرري هر,בורבררי האר,burberry her,burberry her,1,Fragrantica (MrBob23 dataset),Burberry Her Burberry,100,https://www.fragrantica.com/perfume/Burberry/Burberry-Her-51694.html,"طابع fruity, sweet, woody, powdery. يفتتح بـ Strawberry وينتهي بـ Musk. مناسب لمن يحب رائحة واضحة وثابتة.","אופי fruity, sweet, woody, powdery. נפתח ב-Strawberry ומסתיים ב-Musk. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon | القلب: Violet, Jasmine | القاعدة: Musk, Vanilla, Cashmeran, Amber, Oakmoss, Patchouli","פתיחה: Strawberry, Raspberry, Blackberry, Sour Cherry, Black Currant, Mandarin Orange, Lemon | לב: Violet, Jasmine | בסיס: Musk, Vanilla, Cashmeran, Amber, Oakmoss, Patchouli",مناسب: ربيع/صيف • نهار,מתאים: אביב/קיץ • יום,★★★★★,0
XF B.104,100 ML BVRBERRY CLASSIC,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.140,https://madperfume.co.il/upload/06-2025/product/685082eda45cd.png,BVRBERRY CLASSIC,بڤربرري كلاسيك,בורבררי קלאסיק,bvrberry classic,bvrberry classic,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF B.106,100 ML BVRBERRY WEEKEND,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.60,https://madperfume.co.il/upload/01-2026/product/697e3feeeff56.png,BVRBERRY WEEKEND,بڤربرري ويكند,בורבררי ויקנד,bvrberry weekend,bvrberry weekend,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF C.119,100 ML CACHAREL YES I'AM,,8.68332E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.119,https://madperfume.co.il/upload/06-2025/product/685116736634b.png,CACHAREL YES I'AM,كاتشرل يس ايام,קאצ׳רל יאס אאמ,cacharel yes i am,cacharel yes i am,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF C.120,100 ML CHANEL COCO MADEMOSIELLE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.131,https://madperfume.co.il/upload/01-2026/product/697cead2e2ec1.png,CHANEL COCO MADEMOSIELLE,تشانل كوكو مادمسيللي,צ׳נל קוקו מאדמוסילל,chanel coco mademosielle,chanel coco mademosielle,1,Fragrantica (sir-omoreno dataset),Coco Mademoiselle (Chanel),78.04878049,,"طابع citrus, woody, patchouli, sweet. يفتتح بـ Orange وينتهي بـ Patchouli. مناسب لمن يحب رائحة واضحة وثابتة.","אופי citrus, woody, patchouli, sweet. נפתח ב-Orange ומסתיים ב-Patchouli. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Orange, Mandarin Orange, Bergamot, Orange Blossom | القلب: Turkish Rose, Jasmine, Mimosa, Ylang-Ylang | القاعدة: Patchouli, White Musk, Vanilla, Vetiver, Tonka Bean, Opoponax","פתיחה: Orange, Mandarin Orange, Bergamot, Orange Blossom | לב: Turkish Rose, Jasmine, Mimosa, Ylang-Ylang | בסיס: Patchouli, White Musk, Vanilla, Vetiver, Tonka Bean, Opoponax",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,1
XF C.121,100 ML CALVIN KLEIN EUPHORIA.,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.107,https://madperfume.co.il/upload/01-2026/product/697d024c7a651.png,CALVIN KLEIN EUPHORIA,كالڤين كلين ايفريا,קאלוינ קלינ אופורי,calvin klein euphoria,calvin klein euphoria,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF C.123,100 ML CHANEL CHANCE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.132,https://madperfume.co.il/upload/01-2026/product/697be1413b4f2.png,CHANEL CHANCE,تشانل تشانسي,צ׳נל צ׳נס,chanel chance,chanel chance,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF C.126,100 ML 212 SEXY WOMEN,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.91,https://madperfume.co.il/upload/06-2025/product/68529fe3477e8.png,212 SEXY WOMEN,212 سكسي وومن,212 סאקסי וומן,212 sexy women,212 sexy,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF D.114,100 ML MISS DIOR BOUGET,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.129,https://madperfume.co.il/upload/01-2026/product/697cebeb6248d.png,MISS DIOR BOUGET,ميسس ديور بوجت,מיסס דיור בוג׳ט,miss dior bouget,miss dior bouget,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF D.115,100 ML D.G. LIGHT BLUE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.123,https://madperfume.co.il/upload/01-2026/product/697d057b0df6e.png,D.G. LIGHT BLUE,دي جي ليغت بلو,די ג׳י ליגט בלוא,d g light blue,d g light blue,1,Fragrantica (MrBob23 dataset),Light Blue Dolce&Gabbana,83.33333333,https://www.fragrantica.com/perfume/Dolce-Gabbana/Light-Blue-485.html,"طابع citrus, woody, fresh, fruity. يفتتح بـ Sicilian Lemon وينتهي بـ Cedar. مناسب لمن يحب رائحة واضحة وثابتة.","אופי citrus, woody, fresh, fruity. נפתח ב-Sicilian Lemon ומסתיים ב-Cedar. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Sicilian Lemon, Apple, Cedar, Bellflower | القلب: Bamboo, Jasmine, White Rose | القاعدة: Cedar, Musk, Amber","פתיחה: Sicilian Lemon, Apple, Cedar, Bellflower | לב: Bamboo, Jasmine, White Rose | בסיס: Cedar, Musk, Amber",مناسب: صيف/ربيع • نهار,מתאים: קיץ/אביב • יום,★★★★★,1
XF D.119,100 ML DAVIDOFF ECHO,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.123,https://madperfume.co.il/upload/01-2026/product/697d057b0df6e.png,DAVIDOFF ECHO,داڤيدوفف ايتشو,דאוידופפ אצ׳ו,davidoff echo,davidoff echo,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF D.121,100 ML DKNY BE DELICIOUS,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.124,https://madperfume.co.il/upload/01-2026/product/697e7af2125ce.png,DKNY BE DELICIOUS,دي كي ان واي بي دليسيوس,די קיי אן וואי בא דאליסיוס,dkny be delicious,dkny be delicious,1,Fragrantica (MrBob23 dataset),DKNY Be Delicious Donna Karan,100,https://www.fragrantica.com/perfume/Donna-Karan/DKNY-Be-Delicious-498.html,"طابع green, fruity, aquatic, ozonic. يفتتح بـ Cucumber وينتهي بـ Sandalwood. مناسب لمن يحب رائحة واضحة وثابتة.","אופי green, fruity, aquatic, ozonic. נפתח ב-Cucumber ומסתיים ב-Sandalwood. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Cucumber, Grapefruit, Magnolia | القلب: Green Apple, Lily-of-the-Valley, Tuberose, Violet, Rose | القاعدة: Sandalwood, Amber","פתיחה: Cucumber, Grapefruit, Magnolia | לב: Green Apple, Lily-of-the-Valley, Tuberose, Violet, Rose | בסיס: Sandalwood, Amber",مناسب: صيف/ربيع • نهار,מתאים: קיץ/אביב • יום,★★★★★,0
XF E.104,100 ML ARMANI SHE,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.128,https://madperfume.co.il/upload/02-2026/product/697e8388a9ce0.png,ARMANI SHE,ارماني شي,ארמני שא,armani she,armani she,1,Fragrantica (sir-omoreno dataset),Armani Code (Giorgio Armani),76.19047619,,"طابع citrus, leather, anis, soft spicy. يفتتح بـ Lemon وينتهي بـ Leather. مناسب لمن يحب رائحة واضحة وثابتة.","אופי citrus, leather, anis, soft spicy. נפתח ב-Lemon ומסתיים ב-Leather. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Lemon, Bergamot | القلب: Star Anise, Olive Blossom, Guaiac Wood | القاعدة: Leather, Tonka Bean, Tobacco","פתיחה: Lemon, Bergamot | לב: Star Anise, Olive Blossom, Guaiac Wood | בסיס: Leather, Tonka Bean, Tobacco",مناسب: ربيع/خريف • نهار,מתאים: אביב/סתיו • יום,★★★★★,1
XF E.117,100 ML ESCADA MAGNETISM,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.465,https://madperfume.co.il/upload/01-2026/product/697e4d77b862c.png,ESCADA MAGNETISM,ايسكادا ماجنتيسم,אסקד מאגנטיסמ,escada magnetism,escada magnetism,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF G.101,100 ML GUCCI ENVY ME,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.778,https://madperfume.co.il/upload/06-2025/product/685004d2d5f6d.png,GUCCI ENVY ME,جوكسي اينڤي مي,גוקסי אנוי מא,gucci envy me,gucci envy me,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF G.103,100 ML GOOD GIRL,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.122,https://madperfume.co.il/upload/01-2026/product/697bb61babec8.png,GOOD GIRL,جود جيرل,גוד ג׳ירל,good girl,good girl,1,Fragrantica (MrBob23 dataset),Good Girl Carolina Herrera,100,https://www.fragrantica.com/perfume/Carolina-Herrera/Good-Girl-39681.html,"طابع sweet, white floral, warm spicy, vanilla. يفتتح بـ Almond وينتهي بـ Tonka Bean. مناسب لمن يحب رائحة واضحة وثابتة.","אופי sweet, white floral, warm spicy, vanilla. נפתח ב-Almond ומסתיים ב-Tonka Bean. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Almond, Coffee, Bergamot, Lemon | القلب: Tuberose, Jasmine Sambac, Orange Blossom, Bulgarian Rose, Orris | القاعدة: Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Musk, Amber, Cashmere Wood","פתיחה: Almond, Coffee, Bergamot, Lemon | לב: Tuberose, Jasmine Sambac, Orange Blossom, Bulgarian Rose, Orris | בסיס: Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Musk, Amber, Cashmere Wood",مناسب: شتاء/خريف • ليل,מתאים: חורף/סתיו • לילה,★★★★★,0
XF G.104,100 ML GIVENCHY LITERNID,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.120,https://madperfume.co.il/upload/06-2025/product/68511580218a8.png,GIVENCHY LITERNID,جيڤنتشي ليترنيد,ג׳יונצ׳י ליטרניד,givenchy liternid,givenchy liternid,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF G.106,100 ML GOOD GIRL SUPREME,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.121,https://madperfume.co.il/upload/01-2026/product/697e3653b1a60.png,GOOD GIRL SUPREME,جود جيرل سبرمي,גוד ג׳ירל סופרמ,good girl supreme,good girl supreme,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF G.107,100 ML GUERLAIN MON,,8.68332E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.92,https://madperfume.co.il/upload/06-2025/product/68529e92c6c8f.png,GUERLAIN MON,جرلاين مون,גורלינ מונ,guerlain mon,guerlain mon,1,Fragrantica (MrBob23 dataset),Mon Guerlain Guerlain,100,https://www.fragrantica.com/perfume/Guerlain/Mon-Guerlain-43297.html,"طابع vanilla, lavender, woody, aromatic. يفتتح بـ Lavender وينتهي بـ Tahitian Vanilla. مناسب لمن يحب رائحة واضحة وثابتة.","אופי vanilla, lavender, woody, aromatic. נפתח ב-Lavender ומסתיים ב-Tahitian Vanilla. מתאים למי שאוהב ניחוח מורגש ועמיד.","الافتتاحية: Lavender, Bergamot | القلب: Iris, Jasmine Sambac, Rose | القاعدة: Tahitian Vanilla, Coumarin, Australian Sandalwood, Licorice, Benzoin, Patchouli","פתיחה: Lavender, Bergamot | לב: Iris, Jasmine Sambac, Rose | בסיס: Tahitian Vanilla, Coumarin, Australian Sandalwood, Licorice, Benzoin, Patchouli",مناسب: خريف/ربيع • نهار,מתאים: סתיו/אביב • יום,★★★★★,0
XF H.102,100 ML HUGO BOSS,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.779,https://madperfume.co.il/upload/02-2026/product/697e7ff23b2cd.png,HUGO BOSS,هوجو بوسس,הוגו בוסס,hugo boss,hugo boss,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
XF H.103,100 ML HYPNOTIC POISON,,8.68176E+12,Perfume,Selective,WOMEN,100 ML,100,https://madperfume.co.il/?app=product.show.101,https://madperfume.co.il/upload/06-2025/product/685123b9d3211.png,HYPNOTIC POISON,هيبنتيس بويسون,היפנוטיס פויסונ,hypnotic poison,hypnotic poison,0,Not found in Fragrantica datasets,,,,وصف عام: عطر أنيق ومتوازن، مناسب للاستخدام اليومي.,"תיאור כללי: ניחוח אלגנטי ומאוזן, מתאים ליום-יום.",غير متوفر (غير موجود على فراغرانتيكا ضمن الداتا المتاحة),לא זמין (לא נמצא ב-Fragrantica בדאטה הזמינה),مناسب: كل الفصول • نهار/ليل,מתאים: כל העונות • יום/לילה,★★★★★,0
